Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SLC37A2	20.9458161628179	0.487105809527127	0.387822146920925	1.2560030761380048	0.20911485479616984	0.505807725703556
RPL14	41.64210671128947	0.07504262124672655	0.0597769605740099	1.2553769968584505	0.2093419358299151	0.5060107795732709
CUTA	7.000779853656755	0.15805090551669138	0.1259090158466331	1.255278698303937	0.20937760525805663	0.5060107795732709
EIF4E3	6.021067170505742	-0.16491442649691282	0.13141031885422802	-1.2549579662754682	0.2094940193517732	0.5060760347977108
IFI27	29.456815869212704	-0.15878597592577365	0.12658693625123646	-1.254363053788046	0.20971007510104692	0.5063818366347805
DGCR8	5.470187587128707	0.1725707094829357	0.1376547537176062	1.2536487467549313	0.2099697047397171	0.5067925496063108
SERINC1	14.672090059561503	-0.1070347462565252	0.08541264458269464	-1.2531487203033096	0.21015158807397313	0.5070153403660221
RPL19	58.73118167113359	0.06979504965381374	0.055724825397383604	1.2524947212681758	0.2103896506114337	0.5073734224374583
GTF2A2	5.901710614816411	0.16709183531917696	0.13346063929195592	1.2519933682742976	0.2105722804768088	0.5075975755957146
FAM193B	6.20814198330738	0.16309382180657334	0.13044427986293725	1.2502949303560278	0.21119182967268343	0.50857268560081
RIN2	5.261540478366237	-0.17538969291900117	0.14029541051635716	-1.2501456196854874	0.21124635757023044	0.50857268560081
HOOK1	10.158188077920565	0.18659076651092246	0.14924950791137126	1.2501935123412637	0.21122886617875705	0.50857268560081
RPL26	48.128146626913534	0.09249117447451245	0.07406020818220524	1.2488646298017794	0.21171459034864354	0.509483240379814
ECI2	6.206674102987841	0.16310939109800465	0.1307158884447766	1.2478161074268588	0.21209840855710432	0.5101899670349386
POLR2H	7.317070228597211	0.14985532324590362	0.12013010769603807	1.2474418455120213	0.21223553116565297	0.5103029338987237
ARHGEF5	10.18421456761828	-0.1269717427404325	0.1018873760516714	-1.2461970036016998	0.21269207885667923	0.5111835101183883
NSMCE4A	5.189520239261309	0.1763059955833065	0.14157371580645592	1.2453300005513224	0.2130104722831264	0.5115143288597774
ARHGAP21	12.289739819543072	-0.16749482212753697	0.13448167776024583	-1.2454843285502954	0.21295377255895176	0.5115143288597774
NME1	5.141822847240371	0.17914031012465223	0.1438871895506634	1.245005275897588	0.213129810906905	0.5115838548486354
DGLUCY	6.429099436972246	0.15795270230100308	0.12727402603736407	1.2410442823159584	0.214589390729007	0.5124793044414261
RAD23A	6.405711318797728	0.1590422588326891	0.1279088504567972	1.2434030816843875	0.2137193352647977	0.5124793044414261
MED14	7.515838689880919	0.14674035012949918	0.11822550491201204	1.2411903018617596	0.21453545662152973	0.5124793044414261
ACOT8	4.734376634635017	0.18508545365798465	0.1490784864428089	1.2415302708951845	0.2144099227637915	0.5124793044414261
HLA-DQB1	7.307371516612294	0.21144682739240783	0.17034681713904926	1.2412725458780354	0.21450508308986435	0.5124793044414261
RPL35A	27.09135847724425	0.11068112206316047	0.08900035903443083	1.2436030962565239	0.21364567607537108	0.5124793044414261
OSGEP	4.605320673831007	0.18672323213455236	0.1502209064712007	1.2429909825524161	0.2138711564101748	0.5124793044414261
PAK4	6.58142380081005	0.15626322560498565	0.12579924048008517	1.2421635059849436	0.21417624138643285	0.5124793044414261
SAMM50	6.346280581039172	0.16721902876008732	0.13461234520860116	1.242226546911113	0.21415298758682222	0.5124793044414261
GJB1	7.141918978079512	0.15218346207186	0.12244736418327916	1.2428480031964744	0.213923849507727	0.5124793044414261
VPS16	4.88637205127291	0.18197818884882438	0.14651482081672695	1.2420462846994706	0.2142194854445543	0.5124793044414261
MSN	9.188114396695049	0.135605707499585	0.10923934814974942	1.241363206540665	0.21447160479993022	0.5124793044414261
DHX38	7.3879675276746894	0.1471049863732662	0.1185774005823787	1.2405819797936004	0.2147602122929788	0.512670941197073
STING1	5.05074300110333	-0.17697260137751936	0.1427777530394973	-1.2394970337470053	0.21516148658868167	0.5128280045717635
LSM4	8.579521526319983	0.13916017293032903	0.11226704471818515	1.239546059840192	0.2151433423245436	0.5128280045717635
CDC27	5.098050693966149	-0.17662799714648597	0.14250810301424538	-1.2394242391173356	0.21518842948020112	0.5128280045717635
SKIL	5.5659442520513425	-0.17331480125590926	0.13979338467543448	-1.2397925814465627	0.2150521228620631	0.5128280045717635
HLA-B	95.50500424362635	0.08266468763839742	0.06676365807392787	1.2381689383595822	0.21565342634295045	0.5130729165061297
NR1I2	8.652839089972746	-0.13691361487556497	0.11059792839995876	-1.2379401391718656	0.21573825758008017	0.5130729165061297
GSTM2	4.605668153657449	0.18672730656561515	0.15083913692551326	1.2379234618521056	0.21574444192307224	0.5130729165061297
HLA-DMB	5.272242830112351	0.17791411019700087	0.14362975681383292	1.2386995156414973	0.21545679814779176	0.5130729165061297
IL6R	7.551818944575158	0.1499125969837363	0.12105304554158723	1.2384041749055748	0.21556623339661524	0.5130729165061297
MED13	8.757624786122618	-0.14083357693426396	0.11383486512306384	-1.2371743646554378	0.21602235648829465	0.5135180754824644
FOXO1	6.209459705366938	-0.21875008800101012	0.17698642647074384	-1.2359709858155132	0.21646934874326146	0.5143646154017044
GTPBP2	8.920712507441857	-0.13311678254155898	0.10784913786247528	-1.2342869417398954	0.21709600007642807	0.5152726020890543
PSME3IP1	8.392505640677108	0.13722705203143767	0.11122687646392188	1.2337580303799087	0.21729308284031296	0.5152726020890543
ZNF703	7.142712115457014	0.15222323011748512	0.12330858455235444	1.2344901262965522	0.21702032371585486	0.5152726020890543
RBM14	5.844475024714899	0.16428890109532449	0.13316529486376874	1.2337216033907028	0.21730666098702697	0.5152726020890543
SLC25A46	7.458972335423088	-0.14597124240598866	0.11831503780213443	-1.2337505453035094	0.21729587284995225	0.5152726020890543
TP53INP2	17.11820373170553	-0.12931608106402362	0.10484299357332111	-1.2334260655537983	0.217416845165901	0.5153179830984086
APEX1	8.846007680703075	0.13456667110860468	0.10916389795500228	1.2327030605308131	0.2176865695721003	0.5157413075672197
ADA2	5.061850998439124	0.17758017387987152	0.14417169092318521	1.2317270661303845	0.2180510557157	0.5161727207657306
GNA11	29.116194395815604	0.14052885140242916	0.11406983755041111	1.231954515060346	0.21796607549674007	0.5161727207657306
KHDRBS1	11.932995610759468	0.11530203077228723	0.09365176550399386	1.231178399593226	0.21825614831759874	0.5164422238618767
HSPG2	18.22160188958371	-0.1446891244227101	0.117568506433728	-1.2306792763780636	0.21844284191193952	0.5166679837950596
UBE2D2	8.391466806883654	0.1372310619558798	0.1116409175545623	1.2292183274901052	0.21898995914096486	0.5175295067799003
GRAMD2B	6.708373640200139	0.15568470599067005	0.12665330684172352	1.2292194327403276	0.21898954485927452	0.5175295067799003
EIF2AK2	6.524428438598833	-0.15763196374414262	0.12852346894566932	-1.226483886851656	0.2200166352752762	0.5179935634091385
NUDC	7.036586734935431	0.1516933451733798	0.12366183474882195	1.2266787524339628	0.2199433567364423	0.5179935634091385
CHP1	30.135247959753606	0.11003007366968587	0.08969759911713035	1.2266780243025752	0.21994363051517152	0.5179935634091385
FYCO1	4.817009054156769	-0.1789094746382035	0.14578890919258355	-1.2271816534539572	0.2197543234416185	0.5179935634091385
ISCU	7.106510574355809	0.14883051577288534	0.12141779511022	1.2257718536049906	0.220284541895017	0.5179935634091385
PTPRA	7.281886951651317	0.14656353435888497	0.11945290166639837	1.2269566692335336	0.21983887737142574	0.5179935634091385
PIAS1	6.676370541310938	-0.1520604318532511	0.12404218386141977	-1.225876771269469	0.22024505132459826	0.5179935634091385
KCTD12	6.358873705931595	0.16118276134391735	0.1314848721385808	1.2258654453725746	0.2202493141003135	0.5179935634091385
FAM32A	9.37576399248335	-0.12969278857668054	0.1056809966312483	-1.2272101201809853	0.21974362669428635	0.5179935634091385
AP2S1	5.926429583982474	0.16591062239595933	0.13525382713353873	1.226661203694832	0.21994995516242266	0.5179935634091385
HMCES	5.107797210482329	0.17466166835515679	0.14240744166824104	1.2264925646375748	0.22001337165079754	0.5179935634091385
VKORC1L1	5.5534353783903345	-0.1672865024108535	0.13635965168818173	-1.2268035327150384	0.21989644273488862	0.5179935634091385
PARP9	5.647866705440958	-0.16678980517620848	0.13613466037132912	-1.2251825120895923	0.22050646197784607	0.5180849210438393
FKBP3	5.867008187239202	0.1630923709998237	0.13310546601607479	1.225286803624785	0.22046717870249855	0.5180849210438393
SMARCD2	9.747851154657722	0.12678957187973683	0.1036284654157046	1.223501393860477	0.2211403780458072	0.5193587301822692
ACTN4	62.03370188339176	-0.076252475186661	0.062380781580569554	-1.2223712697183042	0.22156725884007675	0.5201454521090146
FLII	16.565898517851377	-0.0981928105071386	0.08035874623897925	-1.2219305937790834	0.22173387487530813	0.5203207843259718
SIPA1L1	6.195194013493554	0.15814081147343498	0.1294922369015656	1.2212377765444486	0.22199600497132474	0.5207200116608778
HARS2	5.738874966796421	0.16392487912466247	0.13429248742231437	1.2206556172361456	0.22221643876003655	0.5210211447314859
SLCO2A1	7.8095243464145	-0.16285082914236484	0.13356892855667524	-1.2192268883347737	0.2227580891772012	0.5220748591068153
HNRNPR	10.775060735944454	0.12041545427582726	0.09881677473032044	1.2185730065006826	0.2230062995759181	0.5224402548011989
DPP9	8.757383106748279	-0.13307147538882308	0.1092984911563916	-1.2175051455963422	0.22341207986231162	0.5225670071940955
CLCN2	8.753939158583396	0.137442411046925	0.11288252484095716	1.2175703125047108	0.22338730173287968	0.5225670071940955
CDK2AP2	7.013137095363207	0.15266829618508704	0.12539914983244735	1.2174587817307811	0.2234297097897016	0.5225670071940955
YLPM1	5.738917419957643	0.1639274922472757	0.13461218312297313	1.2177760470426513	0.22330908908681743	0.5225670071940955
MKKS	5.130899615997248	0.1732471153933636	0.1423406318261844	1.2171304368307136	0.22355459189656193	0.5226431186016276
MAFG	4.677166857342522	-0.18019429970554768	0.14810543155161454	-1.21666233181158	0.22373271642742354	0.5228435899996768
COL4A1	8.255880723024049	0.2503232813801779	0.20631873927967923	1.2132842719674024	0.22502115405855205	0.5252796984707065
TRAFD1	4.629761487386001	-0.1806100866935076	0.14887089612206567	-1.2131994325164643	0.2250535810585624	0.5252796984707065
COPZ1	13.512723264428784	-0.10693026548934399	0.08811751475424899	-1.2134961566671723	0.224940182901956	0.5252796984707065
PYROXD1	5.296651539260081	-0.1687582688949179	0.13940740736792084	-1.2105401863584977	0.22607168014854445	0.5265671631479711
PEDS1	4.606503748763634	-0.1808561053833869	0.14937310141403853	-1.2107675590271267	0.22598450165803705	0.5265671631479711
MRPS10	4.559549986716052	-0.18129473699259402	0.14980457586084614	-1.2102082726832002	0.2261989844993668	0.5265671631479711
RPS25	36.27573371835421	0.09640933547305015	0.07965432460407558	1.2103465311174992	0.22614594973663835	0.5265671631479711
ATIC	7.128949933786861	0.1478829739951389	0.1222114186222412	1.210058566231435	0.2262564206317784	0.5265671631479711
ACAD10	5.154889410084372	0.17182694153946126	0.14190800877261037	1.2108332928185344	0.2259593026927438	0.5265671631479711
ADGRE5	10.79244991422806	-0.12127731254005587	0.10018577137187706	-1.2105243177685348	0.22607776532766297	0.5265671631479711
UBXN1	6.627829957403831	0.15422722843516137	0.1277122962760874	1.2076145596956005	0.2271955561951323	0.5281763456760118
SMAD4	8.031453594039618	-0.14112442658333435	0.11686763814136139	-1.2075577878337227	0.22721740436758395	0.5281763456760118
ARL2BP	4.62999544197899	-0.180626779297239	0.14958358537117666	-1.207530751780229	0.22722780949135843	0.5281763456760118
PHETA1	4.536466047782617	-0.18151275490570243	0.1504819055330057	-1.2062098380717983	0.2277365915277828	0.5289245416689581
PPIA	61.11591008082483	0.05492046417163761	0.04552781799983804	1.206305651894694	0.2276996592192656	0.5289245416689581
KDM5D	4.9562473430383	-0.24579334864070682	0.20396754022640856	-1.205061101231454	0.22817971499906592	0.5297363358879054
CLIP2	10.205131027405377	0.12495826808357917	0.10381960588673188	1.2036095399929543	0.2287405304444509	0.5308205831552243
LYN	4.536502704657791	-0.18152530795000396	0.15089037725296375	-1.203027729499818	0.228965590114407	0.5311250983801409
ING5	5.0257444614797	0.17301060799033027	0.14392471604355098	1.2020910149857655	0.2293282671382589	0.5315865905353692
AP1G1	13.048855566042143	-0.1215749367655142	0.10114145235582057	-1.2020287818075583	0.22935237704723876	0.5315865905353692
KIAA0319L	8.932074133218753	-0.1293477178396123	0.10764736272624241	-1.2015874292113962	0.22952341429971193	0.5317652578536101
RPS12	53.351615221754685	0.08846708774493134	0.07374906969150934	1.1995688639190587	0.230306824989109	0.5332418244164305
URGCP	8.476180016821067	-0.1329279061225871	0.11082313343290201	-1.1994599142341382	0.23034916266752167	0.5332418244164305
YTHDF3	9.166180491530652	-0.12956401089267974	0.10807489871547568	-1.1988353672556062	0.2305919674302613	0.5335856646178573
IGKV1-33	10.625179690997767	-0.1965174724801827	0.16407383055394506	-1.197738065946907	0.23101900510060477	0.534355361205322
SERINC3	13.724617672037894	-0.10742225404413827	0.08974559474324974	-1.196964088894381	0.2313205521581644	0.5346542699595818
B3GNT8	4.897924054233199	0.18836890829797245	0.15737783114541562	1.1969214909558727	0.23133715673692856	0.5346542699595818
ETFDH	6.8962320810444435	0.14769476749118157	0.12352826133561769	1.195635443211697	0.23183885387242306	0.5347220509037957
ALDH16A1	4.593956324632037	0.18010992251081026	0.15062079666972816	1.1957838923514925	0.23178090331147766	0.5347220509037957
CDCP1	11.574796548561007	-0.1135999097411264	0.09500627428768282	-1.1957095527937587	0.23180992219432614	0.5347220509037957
APMAP	8.789069912715476	0.1325309823067043	0.11081499950870573	1.1959660956935034	0.23170979007585715	0.5347220509037957
AFDN	17.454976894367352	-0.13123799947028766	0.1096932652023193	-1.1964089064924	0.23153702737694715	0.5347220509037957
GATAD2B	5.847167430850589	-0.20638550553507576	0.17270763919023288	-1.1949992860926528	0.23208730904291267	0.53507705465698
GGT1	4.924688007529056	-0.21239384979244452	0.177922823119367	-1.1937414552485557	0.23257911898651576	0.5359925950585013
NDUFA8	5.025858162010806	0.17301467500429432	0.1450110818534542	1.1931134696253083	0.2328249369739413	0.5363407176526283
PDZD8	9.246023610279648	-0.19154760463800824	0.16065891418477585	-1.1922625371269902	0.2331583190235314	0.5368901894520699
PSMA6	11.02076038426415	0.11776706077555055	0.0989795908097898	1.1898115542007528	0.2341204672761254	0.5388864761215412
MCM5	5.224109459026007	0.16763304405014073	0.14100990704333344	1.1888033086826006	0.23451707574527228	0.539423196581295
IFNAR1	7.470395689551581	-0.1413993801383162	0.1189495291249995	-1.1887342571127375	0.23454425561600126	0.539423196581295
SYNJ2	5.588509070583471	-0.16104479031007662	0.1355931902754348	-1.1877055918733175	0.2349494199419162	0.5399143063420321
MACF1	12.17151971787907	-0.11756144468908375	0.09899093011709417	-1.1875981420724397	0.23499177017559647	0.5399143063420321
HDHD5	4.616520682643597	0.17849946624165705	0.15031967809648725	1.1874657297169153	0.2350439665771673	0.5399143063420321
CBR1	8.836135149125703	0.14655543071767507	0.12353966801090399	1.1863026109535897	0.23550281591624728	0.5407488592640809
MICU1	5.541793623996669	-0.16124564510582248	0.13602147883008467	-1.1854425234359298	0.2358425271471494	0.5413092877748846
EML3	4.770019506559311	0.17553513020695732	0.14819304578613554	1.1845031544886422	0.23621394832345982	0.5413903958286157
SUCLA2	5.703666627268181	0.15979288901722857	0.13491627576938814	1.184385561385951	0.23626047309128634	0.5413903958286157
FLOT1	11.291684716481194	0.11469770789870323	0.09682139933536023	1.1846317930339434	0.23616306093638254	0.5413903958286157
VARS1	6.4407273396714055	0.15211346882275692	0.128432377244111	1.1843856828534394	0.23626042503030562	0.5413903958286157
LRRC59	19.4970645030254	-0.08848197417131426	0.0747259917680723	-1.1840856451385284	0.23637916188957986	0.5414431632112594
BROX	6.7116626015746474	-0.14695900487990013	0.12415626731248397	-1.1836615908403951	0.23654704899926055	0.5416085345209606
RPS6KA3	13.37415646262627	-0.11681867370864785	0.09874435841559612	-1.1830414980973434	0.2367927013350778	0.5417930808523723
HSDL2	6.638143810054815	0.1485451392541958	0.1255896146356359	1.1827820292717603	0.2368955444931892	0.5417930808523723
LSM7	4.769439683888012	0.17553626788051946	0.14841575156231784	1.182733409578929	0.23691481892396138	0.5417930808523723
EEF2	91.5680267570047	-0.06276243588077562	0.0531069779442638	-1.1818114739393626	0.23728051405612197	0.5424102219538168
JMJD1C	5.5181805605022785	-0.16135492249002045	0.13658028973032002	-1.1813924454884255	0.23744685771361748	0.5425713422119802
DNAJC5	13.40890878183299	-0.10419329308180206	0.08822159039283789	-1.1810407477109004	0.2375865363801666	0.5426714269216073
DNAJC13	7.141551720987452	0.14260461324585738	0.12089064660125548	1.1796165977689161	0.23815273853332972	0.5427418964266466
AKR7A2	6.312176263848782	0.15264883259360776	0.1294659716810522	1.1790652834218711	0.2383721812605197	0.5427418964266466
HIPK2	8.281044501355337	0.19908273752140487	0.1687394608710499	1.1798232404780717	0.23807052414202198	0.5427418964266466
ASXL1	6.75660532987709	0.1839213027732033	0.1559931730328292	1.1790343077033028	0.23838451493226914	0.5427418964266466
GTPBP1	8.653086942956723	-0.1291033044765774	0.10946197465117251	-1.1794351864014587	0.23822493096267627	0.5427418964266466
SLC38A2	11.940478601048877	-0.16275085080939078	0.13801522187563697	-1.1792239189097753	0.23830902407078688	0.5427418964266466
ANXA6	6.1372288836847515	0.1554433728955612	0.1317583995950448	1.1797606328955985	0.23809543093401364	0.5427418964266466
CRACR2B	6.570745646318032	0.1516464698618443	0.12844365382326703	1.1806458734855312	0.23774343195964912	0.5427418964266466
IGLV3-21	8.486330979971278	-0.23103679491788923	0.19646666805663313	-1.1759592464371156	0.23961116176529546	0.5453153098478377
RXRB	6.054984534486885	0.15376595160490003	0.13083965864502137	1.17522434097814	0.23990497446454354	0.5455917259799338
DNAJC11	9.30337072768671	0.12482641476297218	0.10626128156440291	1.1747121145656172	0.2401099109742932	0.5455917259799338
ARRB2	4.664636637361869	0.17529447739266235	0.14922598006382487	1.174691413101712	0.24011819600989665	0.5455917259799338
SLC4A2	6.6401124999498435	0.1485491786247513	0.12640845078201865	1.1751522758625734	0.23993379951914787	0.5455917259799338
TMEM87B	12.791678989617626	-0.1371715313664353	0.11680712519627638	-1.174342157089644	0.24025800386582366	0.5456903298076091
BIRC2	7.575776483198889	-0.13689623699633793	0.11667602767006399	-1.1733021746630985	0.24067465052407247	0.5459436040317787
PEX13	4.734875125642281	-0.17253352338127317	0.14731624714542157	-1.1711778349265078	0.2415273027217064	0.5459436040317787
KLK1	9.817450195286742	0.15295105005855278	0.1303893541367511	1.1730332669501469	0.24078246539995202	0.5459436040317787
GPX2	23.30529787897018	-0.15110426611955666	0.12902270216862666	-1.1711447952940128	0.24154058070218276	0.5459436040317787
CRK	10.357752410177856	-0.11736829278635466	0.10023436822466776	-1.1709386198083527	0.24162345019427656	0.5459436040317787
PAG1	12.781081984843434	-0.1880280422307155	0.16040925636823616	-1.1721770082835965	0.24112599722801023	0.5459436040317787
NPEPPS	17.72475971091053	-0.10659561131152252	0.09101542284144719	-1.171181850104863	0.2415256891352661	0.5459436040317787
OPN3	4.663247842109135	0.17530016660400025	0.1496200705258408	1.1716353694254158	0.24134348139669337	0.5459436040317787
CNPPD1	11.81712778781026	0.11205222725802426	0.09567994594192282	1.171115076988435	0.24155252434540686	0.5459436040317787
NDUFC2	7.9248572943776106	0.13634111661640647	0.11618839456579935	1.17344866607305	0.24061593110443344	0.5459436040317787
SEC24C	11.270235625934255	-0.1129764832242865	0.09632471809963071	-1.172871153460657	0.2408474790238537	0.5459436040317787
RETREG2	10.355647903231388	0.11781725527923752	0.10060716058450017	1.1710623239414708	0.24157372656360654	0.5459436040317787
MYH14	46.43586200650167	0.0770226482907788	0.06568200746089982	1.172659778046979	0.2409322671061125	0.5459436040317787
USP33	7.096829450227942	-0.14165796271377082	0.12105194062757234	-1.1702246323303056	0.2419105825869795	0.546156321277345
CLPTM1L	10.659856963995628	0.11691357929540845	0.09988822358283919	1.1704440734042068	0.24182230809915176	0.546156321277345
RPL31	40.85795341398371	0.09184186268806349	0.07850082383845382	1.1699477559250089	0.24202199391543688	0.54618998626849
LEPROTL1	5.307654998381113	-0.1623082349492972	0.13894419938186156	-1.1681540911486636	0.2427446148811263	0.5476024393093563
MAGED1	9.327439939419468	0.1242037951269163	0.10642758270708091	1.1670263663580578	0.24319972190918643	0.5484105282892412
TGFBI	14.214349858506534	0.20676877755840622	0.17726630526299542	1.1664302319137323	0.24344054134171694	0.5487349518096846
IL32	19.75837675787227	0.137308595929478	0.11775635429360494	1.1660398010210384	0.24359835383471629	0.548872087063891
NPIPB5	16.61159461472917	0.11777846806115519	0.1010326264468483	1.165746870127311	0.24371680393026746	0.5489204577179919
CALM2	53.93643615678163	-0.05942661412957029	0.051007675033668216	-1.1650523982978063	0.24399778353900917	0.5493347075699252
INPP5K	4.618261208628672	-0.17341640703537134	0.1488945836901204	-1.164692514244076	0.244143480176728	0.5494441740756582
PTPRB	5.284803900732035	-0.16242978491253024	0.1396416066951988	-1.1631904613291373	0.24475223576152916	0.5495032345935165
CIB1	19.897164916547336	-0.1097779561748031	0.09437183092550443	-1.1632491930930111	0.24472841281712465	0.5495032345935165
ANK3	6.955898381883317	0.1599154695165585	0.13737459638023372	1.164083271072439	0.24439026740840789	0.5495032345935165
ZNF207	18.211741731277613	-0.09993481050500648	0.08585948371350148	-1.1639344447780746	0.2444505793519761	0.5495032345935165
SMPD1	7.856582868391558	-0.13693695322931804	0.11771617440378417	-1.1632806954769335	0.24471563540153954	0.5495032345935165
SIAE	22.177038971672793	-0.08672394406478855	0.07453990138636492	-1.1634566514284708	0.24464427600718985	0.5495032345935165
CTDNEP1	8.194034442136482	0.13146574946031303	0.11307474184380176	1.1626447013420211	0.2449736863076107	0.5497823411978893
MARK2	10.358650433373949	-0.11738043537420022	0.10098964760445488	-1.1623016631758432	0.24511295128240929	0.5498768546406804
RPS6KA4	5.810407524949531	-0.15431549845073592	0.13284600236766572	-1.1616119092816284	0.2453931423421484	0.550287316028748
LGALS8	8.581471672324797	-0.12906035791365933	0.11116333195536406	-1.1609975667649253	0.24564288897190334	0.5504868703411797
WIPI1	6.100681408174071	0.15153425932882864	0.1305300710526586	1.1609145548361535	0.24567664920173496	0.5504868703411797
CNKSR1	5.238281158662721	-0.1626565596739623	0.14016839973208614	-1.1604367317088544	0.24587103898076904	0.550528142677793
PRPF31	4.710586496081544	0.1721761808025891	0.1483777135114357	1.1603911175603823	0.24588960153524042	0.550528142677793
SNRK	4.571740059697489	-0.1738128965480236	0.14985001139173942	-1.159912468032052	0.2460844459204622	0.5507465258639052
DGKD	11.080708101436539	0.11942194343481907	0.10300692875060208	1.159358354659429	0.24631014459647674	0.5508160483666766
RB1	5.284794280356335	-0.16244318920023854	0.14009604950976787	-1.1595129896144043	0.24624714487415222	0.5508160483666766
PC	4.688267704174389	-0.1728878940629564	0.14930782327079659	-1.157929238238194	0.24689291459685356	0.5515114090586135
RAPGEF2	7.45996055368568	-0.14607734396432254	0.12615941897883035	-1.157879016459599	0.2469134117587503	0.5515114090586135
SCAF11	10.077584532693455	0.11817795815668318	0.10204599065081255	1.1580852653101485	0.24682924241379756	0.5515114090586135
CD151	22.99353049437187	-0.07965132467175816	0.06881917245472906	-1.1574002102997498	0.24710888817754115	0.5517302986528138
ACAP2	11.100358461185744	-0.22547710902023158	0.19486589842243088	-1.1570885970588944	0.24723616496579634	0.5517968035119902
MBNL2	5.238621441881537	-0.16266413407615948	0.1407231374587485	-1.155916056262196	0.2477154944144513	0.5526486789065015
ERLIN2	7.458610804262162	-0.13689081561328867	0.11850716702073481	-1.1551268927839389	0.24803846692507497	0.5531511910149426
CRBN	4.839682650494615	0.17095173868914385	0.14805745522280117	1.1546310750234812	0.24824153562759024	0.5533860148295237
CAPN5	31.753711627924698	-0.07964652890690477	0.06899852583659606	-1.1543221821220582	0.24836810557827807	0.5534501880208874
USP14	5.763453033910121	-0.1544720544791203	0.1338978015404796	-1.1536563909335042	0.24864106935692967	0.5537227093657282
ADIPOR1	8.732964546212344	-0.12528892086822568	0.10861191999504359	-1.1535466905837144	0.2486860648776822	0.5537227093657282
AKAP8L	4.7344833117872245	0.17064665623142394	0.14801096948520184	1.152932494293845	0.24893809344441947	0.5540659099077524
PRCP	5.644309791064139	0.15689374894488056	0.13630642923555927	1.1510370407674837	0.24971699733336541	0.555581055387912
APLP2	52.78973985459147	-0.10985194043192353	0.09550053289477885	-1.1502756801677418	0.25003034418235126	0.5560596259615356
TTC19	8.262757973147357	0.12916875444796616	0.11240492490401358	1.1491378563552068	0.2504991406104063	0.5562594043999753
IHH	7.387286817562039	0.13790033575867774	0.11995127475239396	1.1496362672538047	0.2502937141370221	0.5562594043999753
CDS2	5.67031548395089	-0.15473593717813713	0.13465651978568874	-1.1491158201950087	0.25050822581436416	0.5562594043999753
PYURF	5.668340314331665	0.1556543155709581	0.1354571720897875	1.1491035370779996	0.2505132900734165	0.5562594043999753
ARL4A	5.716815557511682	-0.1545939262582754	0.13465884138355336	-1.1480414109456079	0.25095146896786835	0.5563724918853095
CNOT6	5.121575071268876	-0.16326287550442656	0.1421828321224179	-1.1482601173948974	0.2508611981738046	0.5563724918853095
CAMK2N1	21.3110250688618	0.0899530274742619	0.07833602656494354	1.148297040566481	0.25084596042062757	0.5563724918853095
UPF1	12.052719727052967	0.10718335021009051	0.09336309135405539	1.1480270056999866	0.25095741550939843	0.5563724918853095
FBXW2	7.7742872569110055	-0.13257161721073837	0.1155377920226274	-1.1474307660715466	0.25120363183003463	0.5567002960681269
APH1A	17.860991782354592	-0.08778072145659543	0.0765364998025228	-1.146913194137237	0.2514174990583172	0.5569561818669571
MATR3	19.261006445304503	0.09825249002371826	0.08568921196671903	1.1466144660296176	0.25154099506588484	0.5570117496372881
PNRC2	22.56379209191612	-0.1314707913676735	0.11489696413784053	-1.144249479124179	0.252520188574309	0.5589613873017556
ABCF2	4.604770569612864	0.17188202573081804	0.15040596697818398	1.142787278883351	0.2531269217573469	0.5600853702684064
SMC5	8.758834842130804	-0.17971660527308655	0.15729454222573805	-1.1425482583824806	0.25322619868154167	0.560086082273359
GPSM2	4.546781633368966	0.18340035801444018	0.1605728222712024	1.142163134585022	0.25338621650650306	0.5602210880573466
MCU	10.07763713729346	-0.11683291198510111	0.1023560021599832	-1.141436843171057	0.2536881800755074	0.5606696990345069
RRM1	6.626723042408299	0.1438777056525	0.1261100517740409	1.1408900688606052	0.25391567268601467	0.5608946427746139
RPL29	45.85172317394659	0.07932809587124826	0.06955352571920073	1.140533065016849	0.2540642854105448	0.5608946427746139
ALYREF	4.604991690349598	0.17188348603246706	0.15071580777350663	1.1404476316828749	0.2540998583735194	0.5608946427746139
RAP1GAP2	6.219615042030249	-0.14774145183620271	0.1295704938829282	-1.1402399374173309	0.2541863531301916	0.5608946427746139
YBX3	8.893264322527475	0.1255045622025962	0.11012992689972373	1.1396045174611937	0.25445110245617913	0.5610737842620325
PQBP1	4.909474296637698	0.16654492399651688	0.14616403899838373	1.139438436005169	0.25452033232616433	0.5610737842620325
P4HA2	5.5539069079828325	-0.15510737484514708	0.13616692237062933	-1.1390973089849545	0.2546625697851559	0.5610737842620325
TRIM41	5.085498725598253	0.1626781196733155	0.14281363586579301	1.1390937475059444	0.2546640550828907	0.5610737842620325
PPM1G	9.642313011428438	0.11911693663671473	0.10460322238370341	1.1387501639268092	0.2548073732977222	0.5611711022821431
CTDSP2	29.580968630612908	-0.11429376302282371	0.1005814154051697	-1.1363308277420525	0.25581813350473837	0.5617815526911214
IPO5	10.097647409080865	0.15126676391962662	0.13299064744558303	1.1374240732343361	0.25536104841741547	0.5617815526911214
MAPRE1	9.817806878444154	0.11796945774411706	0.10385100277547045	1.1359491443637884	0.2559778488322265	0.5617815526911214
