gene	log2FC	pval	padj
ATXN8OS	0.02361210027831756	0.6844645513788139	0.8099271989116563
ZNF776	0.004034949794669673	0.6844645513788139	0.8099271989116563
LOC124904965	0.022696170549037185	0.6844645513788139	0.8099271989116563
ARRDC4	0.0077758492667010515	0.6844645513788139	0.8099271989116563
SLC25A13	-0.03610976541782973	0.6844645513788139	0.8099271989116563
PPM1B-DT	0.0683481550235916	0.6844645513788139	0.8099271989116563
MIR6816	0.03410155998347303	0.6844645513788139	0.8099271989116563
PISD	0.008629144573571557	0.6844645513788139	0.8099271989116563
MIR5689	0.015593816188084794	0.6844645513788139	0.8099271989116563
ZNF530	0.0060745986749706216	0.6844645513788139	0.8099271989116563
TRIM68	-0.011507939511018472	0.6844645513788139	0.8099271989116563
OR6C75	-0.007368491344699968	0.6844645513788139	0.8099271989116563
PTPRF	-0.0854411474940604	0.6844645513788139	0.8099271989116563
ARFIP2	0.004696043127589977	0.6844645513788139	0.8099271989116563
IFITM5	0.005719438389906267	0.6844645513788139	0.8099271989116563
IDH1-AS1	0.0015077452198314356	0.6844645513788139	0.8099271989116563
LINC00538	0.035030599101895044	0.6844645513788139	0.8099271989116563
MIR4722	-0.0175175645457335	0.6844645513788139	0.8099271989116563
MIR6073	0.0071404815915007275	0.6844645513788139	0.8099271989116563
LINC01341	0.014459413897879192	0.6844645513788139	0.8099271989116563
MARK3	0.012819049084632939	0.6844645513788139	0.8099271989116563
MIR7848	0.026499395324558785	0.6844645513788139	0.8099271989116563
RN7SKP9	0.008056070713621757	0.6844645513788139	0.8099271989116563
H4C6	0.02791521777289377	0.6844645513788139	0.8099271989116563
IGHD2-21	-0.021665688907971103	0.6844645513788139	0.8099271989116563
RNU7-79P	0.0221058580349016	0.6844645513788139	0.8099271989116563
ZNF324B	0.00366699043138885	0.6844645513788139	0.8099271989116563
CAP2	-0.019829233710858984	0.687643347178343	0.8114046101661844
LOC124904152	0.022069048734153385	0.687643347178343	0.8114046101661844
ALKBH3-AS1	0.013973084702887384	0.687643347178343	0.8114046101661844
IDH2	0.00635418207320404	0.687643347178343	0.8114046101661844
TAS2R43	0.00022515922380861308	0.687643347178343	0.8114046101661844
FAM47E	-0.00393913539635915	0.687643347178343	0.8114046101661844
MIR1302-2HG	0.07463644297353748	0.687643347178343	0.8114046101661844
TACR1-AS1	0.031735554123581644	0.687643347178343	0.8114046101661844
PWRN2	0.06738876135773658	0.687643347178343	0.8114046101661844
LRRC10B	0.03716207800688076	0.687643347178343	0.8114046101661844
PLS1-AS1	0.00814122483640406	0.687643347178343	0.8114046101661844
SND1-IT1	-0.0065939115852227115	0.687643347178343	0.8114046101661844
LINC02862	0.019452823044724343	0.687643347178343	0.8114046101661844
PCAT5	0.003921717679105707	0.687643347178343	0.8114046101661844
G6PC2	-0.024596743321562697	0.687643347178343	0.8114046101661844
ZNF473	0.006972793455487958	0.687643347178343	0.8114046101661844
LZTR1	-0.0062728846913853165	0.687643347178343	0.8114046101661844
RANGAP1	-0.004338945897778501	0.687643347178343	0.8114046101661844
FMNL3	0.030641695917475342	0.687643347178343	0.8114046101661844
LINC01400	0.022381535380504344	0.687643347178343	0.8114046101661844
MTUS1-DT	0.020205305431942655	0.687643347178343	0.8114046101661844
MYO18B-AS1	-0.005066618447970989	0.687643347178343	0.8114046101661844
SNORA11F	0.013124384233199504	0.687643347178343	0.8114046101661844
NOTUM	-0.01017015582306613	0.687643347178343	0.8114046101661844
ZFHX3	-0.006763972807421359	0.687643347178343	0.8114046101661844
ZNF8-ERVK3-1	-0.026394502456213553	0.687643347178343	0.8114046101661844
CILP2	-0.013499665380698578	0.687643347178343	0.8114046101661844
SNORD101	-0.0027067188828407973	0.687643347178343	0.8114046101661844
SHKBP1	0.018859136905452045	0.687643347178343	0.8114046101661844
STAR	-0.012485104892612231	0.687643347178343	0.8114046101661844
PLA2G4E-AS1	0.029508098385211345	0.687643347178343	0.8114046101661844
MMD	-0.008656511312779891	0.687643347178343	0.8114046101661844
SNORA81	-0.01673596146214318	0.687643347178343	0.8114046101661844
ZNF345	-0.00756337737146251	0.687643347178343	0.8114046101661844
TFRC	0.03852094561635333	0.687643347178343	0.8114046101661844
RN7SL499P	0.010331631643755473	0.687643347178343	0.8114046101661844
RPGR	0.012909855206791221	0.687643347178343	0.8114046101661844
LINC02572	0.03194693638926696	0.687643347178343	0.8114046101661844
SYCE1	-0.012783381175328512	0.687643347178343	0.8114046101661844
DLK1	0.052123300214171886	0.687643347178343	0.8114046101661844
SNORD7	0.026272274438969373	0.687643347178343	0.8114046101661844
IGKV1-6	0.01657454801870406	0.687643347178343	0.8114046101661844
TMEM151B	0.01876931373419688	0.687643347178343	0.8114046101661844
SLC9A5	-0.0011266322439329457	0.687643347178343	0.8114046101661844
ZNF594	0.007687557841726367	0.687643347178343	0.8114046101661844
MAML3	-0.012857156123311952	0.687643347178343	0.8114046101661844
ZNF681	-0.0023111388674490474	0.687643347178343	0.8114046101661844
GPR22	0.009928775194504663	0.687643347178343	0.8114046101661844
SOCAR	-0.022143724818467492	0.687643347178343	0.8114046101661844
HHIPL1	0.005252895460336693	0.687643347178343	0.8114046101661844
MIR4440	0.029212973252537078	0.687643347178343	0.8114046101661844
ZNF674	-0.008548392350144152	0.687643347178343	0.8114046101661844
XPC	-0.01043462919275262	0.687643347178343	0.8114046101661844
LOC124906839	0.005433815756602789	0.687643347178343	0.8114046101661844
AATF	0.03949252083904309	0.687643347178343	0.8114046101661844
DUX4	-0.014362409815811661	0.687643347178343	0.8114046101661844
RFX1	-0.009736375792088081	0.687643347178343	0.8114046101661844
MMP21	0.029551005983483702	0.687643347178343	0.8114046101661844
RAB39B	0.013168928362290111	0.687643347178343	0.8114046101661844
ACKR3	0.02475676377727143	0.687643347178343	0.8114046101661844
ESCO2	0.013042767799035238	0.687643347178343	0.8114046101661844
EXTL3-AS1	0.01905135391957624	0.687643347178343	0.8114046101661844
RND3	-0.002246178218490824	0.687643347178343	0.8114046101661844
ZNF426-DT	-0.005013401613018664	0.687643347178343	0.8114046101661844
DNA2	0.011871533647474841	0.687643347178343	0.8114046101661844
MIR181A1HG	-0.02501575520689464	0.687643347178343	0.8114046101661844
IL21R	-0.020891063137470467	0.687643347178343	0.8114046101661844
TNNI2	-0.014223699978990867	0.687643347178343	0.8114046101661844
CD69	-0.002460170320048638	0.687643347178343	0.8114046101661844
TNNT3	0.019986498471140923	0.687643347178343	0.8114046101661844
RN7SL516P	0.0013712072840057488	0.687643347178343	0.8114046101661844
GYPA	-0.022509308971158437	0.687643347178343	0.8114046101661844
OR6M1	0.01974015008328936	0.687643347178343	0.8114046101661844
GPR146	0.025990988168479223	0.687643347178343	0.8114046101661844
RN7SL58P	0.01574669734571295	0.687643347178343	0.8114046101661844
MIATNB	-0.0021341578103417636	0.687643347178343	0.8114046101661844
RN7SL693P	0.0014901520012167158	0.687643347178343	0.8114046101661844
TATDN1	0.023742949262491653	0.6908276730147049	0.8144198033267763
RICTOR	0.009331145859008405	0.6908276730147049	0.8144198033267763
RN7SL305P	0.016672390928568176	0.6908276730147049	0.8144198033267763
LINC02048	-0.005719140661528288	0.6908276730147049	0.8144198033267763
TMEM255A	-0.025034168615583607	0.6908276730147049	0.8144198033267763
RNU6V	0.018996636366845204	0.6908276730147049	0.8144198033267763
MTRF1L	-0.018918967835670264	0.6908276730147049	0.8144198033267763
ILKAP	0.013495008177477619	0.6908276730147049	0.8144198033267763
LOC101926964	0.004596477433565727	0.6908276730147049	0.8144198033267763
ERCC8-AS1	0.030103582165195805	0.6908276730147049	0.8144198033267763
CSRP3	0.0444576046306402	0.6908276730147049	0.8144198033267763
PCMTD1	-0.017089867142395132	0.6908276730147049	0.8144198033267763
HBG2	-0.01361200158191439	0.6908276730147049	0.8144198033267763
PRICKLE2-AS1	0.06483347494031289	0.6908276730147049	0.8144198033267763
POLR1H	0.013387590895402424	0.6908276730147049	0.8144198033267763
ATP1B1	-0.05662863235126814	0.6908276730147049	0.8144198033267763
SSH3	0.010367422508007484	0.6908276730147049	0.8144198033267763
MIR4645	0.014861734465530733	0.6908276730147049	0.8144198033267763
MARCHF11-DT	-0.008677866929165168	0.6908276730147049	0.8144198033267763
HGFAC	-0.00790661315873914	0.6908276730147049	0.8144198033267763
ACTA2-AS1	-0.0015006397893926327	0.6908276730147049	0.8144198033267763
ERICH4	0.03868217092706833	0.6908276730147049	0.8144198033267763
PIGN	-0.005579076535124461	0.6908276730147049	0.8144198033267763
CD4	0.010685220003587848	0.6908276730147049	0.8144198033267763
LINC01053	0.023809791263779884	0.6908276730147049	0.8144198033267763
TM4SF19-DYNLT2B	-0.0017953103551901495	0.6940174788908738	0.8163368615720549
STRADB	-0.012931471221921065	0.6940174788908738	0.8163368615720549
SIX5	0.016753173275555477	0.6940174788908738	0.8163368615720549
C3AR1	-0.00131329368237032	0.6940174788908738	0.8163368615720549
TMPRSS5	-0.025839358867822848	0.6940174788908738	0.8163368615720549
ZNF248-AS1	0.05110666455729007	0.6940174788908738	0.8163368615720549
MIR6848	0.009840762940165115	0.6940174788908738	0.8163368615720549
IL5RA	0.01654347823141189	0.6940174788908738	0.8163368615720549
DCAF12L1	0.04391976972153275	0.6940174788908738	0.8163368615720549
LRCH4	0.0033662121098352316	0.6940174788908738	0.8163368615720549
DPPA4	-0.00044402171757895736	0.6940174788908738	0.8163368615720549
NUP153	-0.005713157269581215	0.6940174788908738	0.8163368615720549
CCDC80	0.03641824757300949	0.6940174788908738	0.8163368615720549
LIN28B	0.055435930722043475	0.6940174788908738	0.8163368615720549
ANKRD30A	0.059080736240694376	0.6940174788908738	0.8163368615720549
GCNA	-0.004473791090334078	0.6940174788908738	0.8163368615720549
MAN1B1	0.03827947136210286	0.6940174788908738	0.8163368615720549
SNORA48	0.006176321919888261	0.6940174788908738	0.8163368615720549
ZNF214	0.0031496391634223686	0.6940174788908738	0.8163368615720549
LGALS8-AS1	0.011081349507055915	0.6940174788908738	0.8163368615720549
LINC01777	-0.015229204450940281	0.6940174788908738	0.8163368615720549
LINC02308	0.02547574022491221	0.6940174788908738	0.8163368615720549
ATXN2-AS	0.0045631447344084974	0.6940174788908738	0.8163368615720549
GLRA1	0.02772090669050209	0.6940174788908738	0.8163368615720549
THBS4	-0.011157641481699399	0.6940174788908738	0.8163368615720549
SNORD3B-2	0.09995171857477025	0.6940174788908738	0.8163368615720549
SAXO1	0.0317278220859894	0.6940174788908738	0.8163368615720549
ASB9	0.018562501519763686	0.6940174788908738	0.8163368615720549
ST6GAL2	-0.003552436549300597	0.6940174788908738	0.8163368615720549
GARIN1A	-0.0018874569016484877	0.6940174788908738	0.8163368615720549
LST1	0.027206796544327227	0.6940174788908738	0.8163368615720549
ZDHHC15	0.01418419805452198	0.6940174788908738	0.8163368615720549
CILK1	-0.024960632927730098	0.6940174788908738	0.8163368615720549
UBL7-DT	0.00012030445237987131	0.6940174788908738	0.8163368615720549
LGALS9B	0.009128666557010057	0.6940174788908738	0.8163368615720549
FRS3	-0.007736909120125146	0.6940174788908738	0.8163368615720549
LINC00623	0.00034726596603262827	0.6940174788908738	0.8163368615720549
HHATL-AS1	-0.03007484144411987	0.6940174788908738	0.8163368615720549
TSHZ2	-0.0019105174231880406	0.6940174788908738	0.8163368615720549
KRT40	-0.013103827963373282	0.6940174788908738	0.8163368615720549
PLEKHA6	-0.04345782396877329	0.6940174788908738	0.8163368615720549
LRRC43	0.010733342449376737	0.6940174788908738	0.8163368615720549
RN7SL213P	0.035797583036978095	0.6940174788908738	0.8163368615720549
MIR4442	0.004954764277899898	0.6940174788908738	0.8163368615720549
KAZN	-0.02074927462483811	0.6940174788908738	0.8163368615720549
LINC02917	0.017237343337729916	0.6940174788908738	0.8163368615720549
SLC16A11	0.0002984582252002488	0.6940174788908738	0.8163368615720549
IRF2BP2	0.07728629123995079	0.6940174788908738	0.8163368615720549
NSRP1	0.007685609348023759	0.6940174788908738	0.8163368615720549
NBPF1	0.019481568474732924	0.6940174788908738	0.8163368615720549
RAD50	0.008700557985596102	0.6940174788908738	0.8163368615720549
TNFAIP8L2	0.005001188860439543	0.6940174788908738	0.8163368615720549
LINC01271	0.02408980781305403	0.6940174788908738	0.8163368615720549
LINC01187	0.03460647550624346	0.6940174788908738	0.8163368615720549
SOAT1	-0.0041924413105784986	0.6940174788908738	0.8163368615720549
RNU6-1157P	0.04602615051944739	0.6940174788908738	0.8163368615720549
U2AF1	-0.01071915472667695	0.6940174788908738	0.8163368615720549
RN7SL301P	-0.008743631471892666	0.6940174788908738	0.8163368615720549
LOC100128993	0.03174499799174907	0.6940174788908738	0.8163368615720549
SLC4A2	0.06836846929016582	0.6940174788908738	0.8163368615720549
TMEM9	-0.004217296713955987	0.6940174788908738	0.8163368615720549
GGCX	-0.011785691914570462	0.6940174788908738	0.8163368615720549
LINC02213	0.00227396041206758	0.6972127145187653	0.8188454696496152
H4C1	0.0345160678656458	0.6972127145187653	0.8188454696496152
TMEM51-AS1	-0.006786702452888926	0.6972127145187653	0.8188454696496152
PNO1	0.00934671405627796	0.6972127145187653	0.8188454696496152
RSL24D1	-0.009532156008610126	0.6972127145187653	0.8188454696496152
OTP	0.0037171059959251185	0.6972127145187653	0.8188454696496152
TANC2	0.029597110289673045	0.6972127145187653	0.8188454696496152
SNRNP48	-0.0023654352913347054	0.6972127145187653	0.8188454696496152
TTI2	-0.005508008115067797	0.6972127145187653	0.8188454696496152
NAMPT	-0.04563845494139729	0.6972127145187653	0.8188454696496152
SRCAP	0.00780871230923097	0.6972127145187653	0.8188454696496152
MIR4720	0.026450565973005435	0.6972127145187653	0.8188454696496152
DTX3	0.01492666296594547	0.6972127145187653	0.8188454696496152
RBP7	0.010793723240518305	0.6972127145187653	0.8188454696496152
RN7SKP59	0.034189441545600024	0.6972127145187653	0.8188454696496152
MAGI2	0.02779614935993502	0.6972127145187653	0.8188454696496152
MIR5009	0.021505097707332027	0.6972127145187653	0.8188454696496152
LOC124902573	0.024222842257636025	0.6972127145187653	0.8188454696496152
RN7SL75P	0.035344466991272305	0.6972127145187653	0.8188454696496152
COX6A2	0.04101019504406918	0.6972127145187653	0.8188454696496152
OGA	-0.037524737154379206	0.6972127145187653	0.8188454696496152
RNU7-80P	0.016064598312704417	0.6972127145187653	0.8188454696496152
DEPDC1-AS1	0.03325925765895141	0.6972127145187653	0.8188454696496152
PAGE2B	0.018196304943143365	0.6972127145187653	0.8188454696496152
OPA1-AS1	0.01878582442975779	0.6972127145187653	0.8188454696496152
KCTD13-DT	0.007201396170668839	0.6972127145187653	0.8188454696496152
LINC01208	0.03762791187524241	0.6972127145187653	0.8188454696496152
RN7SL616P	0.006001721627588802	0.6972127145187653	0.8188454696496152
LINC01880	0.02362251732174457	0.6972127145187653	0.8188454696496152
LOC105374042	0.020772296303382176	0.6972127145187653	0.8188454696496152
NRN1L	-0.027334222674359643	0.6972127145187653	0.8188454696496152
HNRNPDL	0.04197590720679445	0.6972127145187653	0.8188454696496152
STX18-AS1	-0.006999299114803792	0.6972127145187653	0.8188454696496152
MED13L	-0.05688558100573493	0.6972127145187653	0.8188454696496152
CYP2R1	0.006782649545541641	0.6972127145187653	0.8188454696496152
DCANP1	0.02643721076913219	0.6972127145187653	0.8188454696496152
ABHD17A	0.04852048274661813	0.6972127145187653	0.8188454696496152
SPDYE1	0.017852975654254588	0.6972127145187653	0.8188454696496152
RNA5SP301	0.028765225105297422	0.6972127145187653	0.8188454696496152
GCM1	0.004308572790771792	0.6972127145187653	0.8188454696496152
ZNF354C	-0.0027842330631077106	0.6972127145187653	0.8188454696496152
USP12-AS1	0.04048219701489539	0.6972127145187653	0.8188454696496152
ZNF830	0.008482441875709457	0.7004133293215613	0.8203719429520643
HSPA12A-AS1	0.04093243950474862	0.7004133293215613	0.8203719429520643
GSTCD	-0.0005697926822212374	0.7004133293215613	0.8203719429520643
PDGFD	-0.019947925605116268	0.7004133293215613	0.8203719429520643
RNU6-1054P	0.0193272930901202	0.7004133293215613	0.8203719429520643
LINC01250	-0.016613439603544777	0.7004133293215613	0.8203719429520643
ZNF26	0.015417548857423968	0.7004133293215613	0.8203719429520643
HSP90B1	-0.022406478461226342	0.7004133293215613	0.8203719429520643
DTNA	-0.00508523546457873	0.7004133293215613	0.8203719429520643
RAMAC	-0.012275017477741068	0.7004133293215613	0.8203719429520643
BDKRB1	0.008716591187665435	0.7004133293215613	0.8203719429520643
KLHL31	-0.01837553304714923	0.7004133293215613	0.8203719429520643
TMEM97	0.004621816240326426	0.7004133293215613	0.8203719429520643
XPNPEP2	-0.03864021943716578	0.7004133293215613	0.8203719429520643
LINC00687	-0.03229527426421308	0.7004133293215613	0.8203719429520643
SIT1	0.013149703789167244	0.7004133293215613	0.8203719429520643
OR2T10	-0.01311370856331806	0.7004133293215613	0.8203719429520643
RNA5SP203	0.0011817904683160685	0.7004133293215613	0.8203719429520643
TRPS1	-0.004079912472705893	0.7004133293215613	0.8203719429520643
LY6E-DT	-0.00045571900684260314	0.7004133293215613	0.8203719429520643
SNORA73A	-0.00930930178586431	0.7004133293215613	0.8203719429520643
SEPTIN11	-0.05330118817801921	0.7004133293215613	0.8203719429520643
LINC01781	0.01705254556702057	0.7004133293215613	0.8203719429520643
LY9	-0.01151536283906407	0.7004133293215613	0.8203719429520643
L3MBTL2-AS1	-0.009509631473574198	0.7004133293215613	0.8203719429520643
LOC102724719	-0.011245508230014134	0.7004133293215613	0.8203719429520643
PCNX1	0.03629824548508864	0.7004133293215613	0.8203719429520643
MYH1	0.03770666911563991	0.7004133293215613	0.8203719429520643
TMEM132D-AS1	0.08086653151545242	0.7004133293215613	0.8203719429520643
KIAA1328	-0.013810135061106621	0.7004133293215613	0.8203719429520643
LRIG2-DT	-0.005764662708715007	0.7004133293215613	0.8203719429520643
ZC3H4	0.008382696395848654	0.7004133293215613	0.8203719429520643
DAB1	0.02245470433871455	0.7004133293215613	0.8203719429520643
RNU6-33P	0.053180641625067804	0.7004133293215613	0.8203719429520643
HTR3B	0.03611250210593259	0.7004133293215613	0.8203719429520643
RGS2-AS1	0.0068318634162446434	0.7004133293215613	0.8203719429520643
ACAP1	0.0814212587311236	0.7004133293215613	0.8203719429520643
GRID1	0.012324431746992826	0.7004133293215613	0.8203719429520643
TIPRL	0.004131390610520702	0.7004133293215613	0.8203719429520643
LOC124903784	0.006899299882851775	0.7004133293215613	0.8203719429520643
MAP4	-0.017298565988901782	0.7004133293215613	0.8203719429520643
PRORY	0.022950649964546876	0.7004133293215613	0.8203719429520643
DCUN1D3	-0.004268528799808102	0.7004133293215613	0.8203719429520643
LINC00550	0.000495117822057134	0.7004133293215613	0.8203719429520643
EXOSC4	0.017245162753714904	0.7004133293215613	0.8203719429520643
DNAJC21	0.010278630212673168	0.7004133293215613	0.8203719429520643
DDX59	0.0028530700659561425	0.7004133293215613	0.8203719429520643
LOC105375523	-0.005088431955844075	0.7004133293215613	0.8203719429520643
FAM230C	0.04039797389592052	0.7004133293215613	0.8203719429520643
RN7SL614P	-0.0017005416673115392	0.7004133293215613	0.8203719429520643
DYDC2	0.0246000147192742	0.7004133293215613	0.8203719429520643
LRRC74B	-0.008935782973695905	0.7004133293215613	0.8203719429520643
LACTB	0.0006984424848106574	0.7004133293215613	0.8203719429520643
LOC105370887	-0.006612979680954312	0.7004133293215613	0.8203719429520643
ATP13A5	0.034422543016395746	0.7004133293215613	0.8203719429520643
OR7G2	9.010504630235783e-05	0.7004133293215613	0.8203719429520643
WASHC2A	-0.008952255893424965	0.7004133293215613	0.8203719429520643
CTNNA1-AS1	0.004515001180392331	0.7004133293215613	0.8203719429520643
GSTA2	0.007910321456939928	0.7004133293215613	0.8203719429520643
KXD1	-0.008079232463755304	0.7004133293215613	0.8203719429520643
LINC01198	-0.02480659981717115	0.7004133293215613	0.8203719429520643
SLC25A23	-0.03333417644300818	0.7004133293215613	0.8203719429520643
GIGYF1	0.034201227893833064	0.7004133293215613	0.8203719429520643
LRRC2-AS1	0.029542499507336506	0.7004133293215613	0.8203719429520643
MIR1306	-0.026967199015635157	0.7004133293215613	0.8203719429520643
ZFAND3-DT	0.03872817754513791	0.7004133293215613	0.8203719429520643
TRAJ17	0.009384001585755766	0.7004133293215613	0.8203719429520643
NEK7	-0.02459179783662324	0.7004133293215613	0.8203719429520643
ZNF709	-0.01626221439074238	0.7004133293215613	0.8203719429520643
TRAJ30	0.03244871312667405	0.7004133293215613	0.8203719429520643
GABARAP	-0.0442122954342965	0.7004133293215613	0.8203719429520643
MIR6719	0.013108221466347825	0.7004133293215613	0.8203719429520643
PWAR1	-0.005425672375079904	0.7004133293215613	0.8203719429520643
FILIP1	0.00376181353798255	0.7004133293215613	0.8203719429520643
PIP5K1B	-0.03064630824099268	0.7004133293215613	0.8203719429520643
FRMD6-AS2	0.04912281953597632	0.7036192724360582	0.8231737669501692
BPIFA3	0.015330456096281947	0.7036192724360582	0.8231737669501692
SPATC1	-0.0013262565357584633	0.7036192724360582	0.8231737669501692
DPYSL4	-0.021683812404403424	0.7036192724360582	0.8231737669501692
SHANK2-AS3	0.015306476541421365	0.7036192724360582	0.8231737669501692
HS6ST3	-0.008791835659586356	0.7036192724360582	0.8231737669501692
NCAN	-0.016694290069729334	0.7036192724360582	0.8231737669501692
GOLGA7	0.004146133046843525	0.7036192724360582	0.8231737669501692
ZNF441	0.0026522911133011196	0.7036192724360582	0.8231737669501692
PARAIL	0.009843391474291474	0.7036192724360582	0.8231737669501692
GALNS	0.0007050423362666702	0.7036192724360582	0.8231737669501692
CNOT2	-0.025780059708981895	0.7036192724360582	0.8231737669501692
CLEC4F	-0.02274495268176513	0.7036192724360582	0.8231737669501692
RNU6-696P	0.0066595797538620966	0.7036192724360582	0.8231737669501692
ESRP2	0.0059116968706329764	0.7036192724360582	0.8231737669501692
LINC02333	0.007743437895038285	0.7036192724360582	0.8231737669501692
RUFY1	-0.012483431185778882	0.7036192724360582	0.8231737669501692
LOC124904478	0.017525522804442917	0.7036192724360582	0.8231737669501692
LOC105378289	0.0038568997848759112	0.7036192724360582	0.8231737669501692
ACCS	0.04284764791003659	0.7036192724360582	0.8231737669501692
ZKSCAN4	0.003783317769844974	0.7036192724360582	0.8231737669501692
TSNAX	-0.004091267427605461	0.7036192724360582	0.8231737669501692
RNU4-15P	-0.008680817508454619	0.7036192724360582	0.8231737669501692
SNORD8	0.02202622563895061	0.7036192724360582	0.8231737669501692
C20orf181	0.012626994990928259	0.7036192724360582	0.8231737669501692
OR10S1	0.015989478953134323	0.7036192724360582	0.8231737669501692
RN7SL220P	-0.0026696805712988214	0.7036192724360582	0.8231737669501692
LINC00307	0.019972150354380644	0.7036192724360582	0.8231737669501692
LINC00954	-0.0045376314166885034	0.7036192724360582	0.8231737669501692
MPRIP-AS1	0.023611516070081218	0.7036192724360582	0.8231737669501692
MAT2A	0.028174973392981695	0.7036192724360582	0.8231737669501692
COL4A2-AS2	0.025074279844445407	0.7036192724360582	0.8231737669501692
LINC02896	0.008072631530383956	0.7068304927150422	0.8246950251676333
UNC13C	-0.005260304203576149	0.7068304927150422	0.8246950251676333
KIF1B	-0.02131395463789154	0.7068304927150422	0.8246950251676333
LOC105371062	0.018779659398763304	0.7068304927150422	0.8246950251676333
TTLL7-IT1	0.004267074351999578	0.7068304927150422	0.8246950251676333
SYNJ2-IT1	-0.010049847158090264	0.7068304927150422	0.8246950251676333
TRIM36-IT1	-0.019318108192380445	0.7068304927150422	0.8246950251676333
MAP3K12	-0.013264764999199041	0.7068304927150422	0.8246950251676333
HSALR1	0.0011683642599294997	0.7068304927150422	0.8246950251676333
SLCO5A1-AS1	0.03551306069944499	0.7068304927150422	0.8246950251676333
LINC03013	0.0025598234303788603	0.7068304927150422	0.8246950251676333
THAP7	0.015845716003569654	0.7068304927150422	0.8246950251676333
ZFAND2A-DT	-0.00620599863489546	0.7068304927150422	0.8246950251676333
ACSS1	-0.005665914634076508	0.7068304927150422	0.8246950251676333
RN7SL63P	0.018953120022203146	0.7068304927150422	0.8246950251676333
NHEG1	0.023545281439835697	0.7068304927150422	0.8246950251676333
SNORA58B	-0.0032970678916800222	0.7068304927150422	0.8246950251676333
EARS2	-0.01619097179688267	0.7068304927150422	0.8246950251676333
LOC101927245	0.025325087028314652	0.7068304927150422	0.8246950251676333
VPS13C-DT	0.01894946537391637	0.7068304927150422	0.8246950251676333
SDF2	0.00013138100808629538	0.7068304927150422	0.8246950251676333
LINC02629	0.03173927683575423	0.7068304927150422	0.8246950251676333
KIR2DL1	0.04179452461179464	0.7068304927150422	0.8246950251676333
HSPA1L	-0.01175884874685551	0.7068304927150422	0.8246950251676333
HTRA1	0.02207878627713189	0.7068304927150422	0.8246950251676333
FAM178B	-0.004382462540075127	0.7068304927150422	0.8246950251676333
MIR3674	0.004931649730448587	0.7068304927150422	0.8246950251676333
AOC3	0.013768858083984092	0.7068304927150422	0.8246950251676333
C2orf74	-0.014382972862165722	0.7068304927150422	0.8246950251676333
PTGER3	0.020045735168670586	0.7068304927150422	0.8246950251676333
CRYBG1	-0.01379017042913322	0.7068304927150422	0.8246950251676333
PFKFB3-AS1	0.010674164195797975	0.7068304927150422	0.8246950251676333
EPB41	0.010736453986941008	0.7068304927150422	0.8246950251676333
SLC16A1-AS1	0.00798047170032734	0.7068304927150422	0.8246950251676333
ZBTB40-IT1	0.02381998026716789	0.7068304927150422	0.8246950251676333
GALNTL6	0.022728093228423285	0.7068304927150422	0.8246950251676333
NPIPB8	-0.0071791528197818755	0.7068304927150422	0.8246950251676333
YWHAB	0.023157878818659938	0.7068304927150422	0.8246950251676333
WASF3-AS1	0.004747892502686812	0.7068304927150422	0.8246950251676333
ACKR5	0.01665040508544685	0.7068304927150422	0.8246950251676333
LOC101928335	-0.006681439782899812	0.7068304927150422	0.8246950251676333
FOXS1	0.002666099132476951	0.7068304927150422	0.8246950251676333
ZNF426	0.010061550194309987	0.7068304927150422	0.8246950251676333
TGOLN2	0.005976801519296693	0.7068304927150422	0.8246950251676333
WRAP73	-0.003275223920605086	0.7068304927150422	0.8246950251676333
IGHD3-3	0.023107024350936645	0.7068304927150422	0.8246950251676333
SENCR	0.01714948666655358	0.7068304927150422	0.8246950251676333
RN7SL659P	-0.006999272654371003	0.7068304927150422	0.8246950251676333
SF3A3	0.01657344252224968	0.7068304927150422	0.8246950251676333
LINC01998	-0.03921516184549989	0.7068304927150422	0.8246950251676333
TLCD1	0.012630580236307809	0.7068304927150422	0.8246950251676333
CHD1	-0.027255278108645475	0.7068304927150422	0.8246950251676333
LINC01877	0.0003079314661380561	0.7068304927150422	0.8246950251676333
NUDT8	-0.009772410692539646	0.7068304927150422	0.8246950251676333
ANKRD27	0.004075987368666212	0.7068304927150422	0.8246950251676333
JPT2	-0.04358471803962827	0.7068304927150422	0.8246950251676333
TMEM191C	0.01213489569748305	0.7068304927150422	0.8246950251676333
HDAC5	0.04024749880048195	0.7068304927150422	0.8246950251676333
TMEM200C	0.02769990445213799	0.7068304927150422	0.8246950251676333
HCN2	0.015171315786295825	0.7068304927150422	0.8246950251676333
RNF115	0.013957958807747417	0.7068304927150422	0.8246950251676333
ZNF652-AS1	-0.0006854641486147561	0.7068304927150422	0.8246950251676333
PHLPP1	-0.013664888260322972	0.7068304927150422	0.8246950251676333
RCC1	0.012300384585339552	0.7068304927150422	0.8246950251676333
GTF3C6	0.01739291467837578	0.7068304927150422	0.8246950251676333
CETP	-0.005558589300240557	0.7068304927150422	0.8246950251676333
NRP1	0.014197701214366809	0.7068304927150422	0.8246950251676333
CATSPERG	0.0023597222368101356	0.7068304927150422	0.8246950251676333
LINC01048	0.031639435565141316	0.7068304927150422	0.8246950251676333
IKZF4	-0.013785272681933858	0.7068304927150422	0.8246950251676333
