source	native	name	p_value	term_size	query_size	intersection_size	precision	recall	effective_domain_size	minus_log10_p
GO:BP	GO:0045229	external encapsulating structure organization	1.0	329	26	3	0.11538461538461539	0.00911854103343465	21026	-0.0
GO:BP	GO:0045321	leukocyte activation	1.0	980	26	2	0.07692307692307693	0.0020408163265306124	21026	-0.0
GO:BP	GO:0045444	fat cell differentiation	1.0	241	26	1	0.038461538461538464	0.004149377593360996	21026	-0.0
GO:BP	GO:0045454	cell redox homeostasis	1.0	41	26	1	0.038461538461538464	0.024390243902439025	21026	-0.0
GO:BP	GO:0045471	response to ethanol	1.0	131	26	1	0.038461538461538464	0.007633587786259542	21026	-0.0
GO:BP	GO:0045580	regulation of T cell differentiation	1.0	189	26	1	0.038461538461538464	0.005291005291005291	21026	-0.0
GO:BP	GO:0050793	regulation of developmental process	1.0	2457	26	1	0.038461538461538464	0.000407000407000407	21026	-0.0
GO:BP	GO:0045581	negative regulation of T cell differentiation	1.0	52	26	1	0.038461538461538464	0.019230769230769232	21026	-0.0
GO:BP	GO:0043588	skin development	1.0	327	26	1	0.038461538461538464	0.0030581039755351682	21026	-0.0
GO:BP	GO:0043583	ear development	1.0	235	26	1	0.038461538461538464	0.00425531914893617	21026	-0.0
GO:BP	GO:0043549	regulation of kinase activity	1.0	431	26	1	0.038461538461538464	0.002320185614849188	21026	-0.0
GO:BP	GO:0043542	endothelial cell migration	1.0	221	26	2	0.07692307692307693	0.00904977375565611	21026	-0.0
GO:BP	GO:0042984	regulation of amyloid precursor protein biosynthetic process	1.0	14	26	1	0.038461538461538464	0.07142857142857142	21026	-0.0
GO:BP	GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	1.0	7	26	1	0.038461538461538464	0.14285714285714285	21026	-0.0
GO:BP	GO:0043009	chordate embryonic development	1.0	671	26	1	0.038461538461538464	0.0014903129657228018	21026	-0.0
GO:BP	GO:0043029	T cell homeostasis	1.0	49	26	1	0.038461538461538464	0.02040816326530612	21026	-0.0
GO:BP	GO:0043062	extracellular structure organization	1.0	328	26	3	0.11538461538461539	0.009146341463414634	21026	-0.0
GO:BP	GO:0043065	positive regulation of apoptotic process	1.0	528	26	1	0.038461538461538464	0.001893939393939394	21026	-0.0
GO:BP	GO:0043066	negative regulation of apoptotic process	1.0	874	26	1	0.038461538461538464	0.0011441647597254005	21026	-0.0
GO:BP	GO:0043067	regulation of programmed cell death	1.0	1506	26	1	0.038461538461538464	0.0006640106241699867	21026	-0.0
GO:BP	GO:0043068	positive regulation of programmed cell death	1.0	546	26	1	0.038461538461538464	0.0018315018315018315	21026	-0.0
GO:BP	GO:0043069	negative regulation of programmed cell death	1.0	905	26	1	0.038461538461538464	0.0011049723756906078	21026	-0.0
GO:BP	GO:0043086	negative regulation of catalytic activity	1.0	293	26	1	0.038461538461538464	0.0034129692832764505	21026	-0.0
GO:BP	GO:0043170	macromolecule metabolic process	1.0	12048	26	10	0.38461538461538464	0.0008300132802124834	21026	-0.0
GO:BP	GO:0043277	apoptotic cell clearance	1.0	50	26	1	0.038461538461538464	0.02	21026	-0.0
GO:BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	1.0	103	26	1	0.038461538461538464	0.009708737864077669	21026	-0.0
GO:BP	GO:0045595	regulation of cell differentiation	1.0	1576	26	1	0.038461538461538464	0.0006345177664974619	21026	-0.0
GO:BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	1.0	62	26	1	0.038461538461538464	0.016129032258064516	21026	-0.0
GO:BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	1.0	37	26	1	0.038461538461538464	0.02702702702702703	21026	-0.0
GO:BP	GO:0043401	steroid hormone receptor signaling pathway	1.0	138	26	1	0.038461538461538464	0.007246376811594203	21026	-0.0
GO:BP	GO:0043403	skeletal muscle tissue regeneration	1.0	45	26	1	0.038461538461538464	0.022222222222222223	21026	-0.0
GO:BP	GO:0043412	macromolecule modification	1.0	3030	26	4	0.15384615384615385	0.0013201320132013201	21026	-0.0
GO:BP	GO:0043434	response to peptide hormone	1.0	440	26	2	0.07692307692307693	0.004545454545454545	21026	-0.0
GO:BP	GO:0043436	oxoacid metabolic process	1.0	909	26	6	0.23076923076923078	0.006600660066006601	21026	-0.0
GO:BP	GO:0043456	regulation of pentose-phosphate shunt	1.0	6	26	1	0.038461538461538464	0.16666666666666666	21026	-0.0
GO:BP	GO:0043462	regulation of ATP-dependent activity	1.0	61	26	1	0.038461538461538464	0.01639344262295082	21026	-0.0
GO:BP	GO:0043467	regulation of generation of precursor metabolites and energy	1.0	136	26	1	0.038461538461538464	0.007352941176470588	21026	-0.0
GO:BP	GO:0043470	regulation of carbohydrate catabolic process	1.0	64	26	1	0.038461538461538464	0.015625	21026	-0.0
GO:BP	GO:0043473	pigmentation	1.0	115	26	2	0.07692307692307693	0.017391304347826087	21026	-0.0
GO:BP	GO:0043534	blood vessel endothelial cell migration	1.0	119	26	1	0.038461538461538464	0.008403361344537815	21026	-0.0
GO:BP	GO:0043535	regulation of blood vessel endothelial cell migration	1.0	93	26	1	0.038461538461538464	0.010752688172043012	21026	-0.0
GO:BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	1.0	56	26	1	0.038461538461538464	0.017857142857142856	21026	-0.0
GO:BP	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	1.0	25	26	1	0.038461538461538464	0.04	21026	-0.0
GO:BP	GO:0050794	regulation of cellular process	1.0	11946	26	17	0.6538461538461539	0.0014230704838439645	21026	-0.0
GO:BP	GO:0050866	negative regulation of cell activation	1.0	212	26	1	0.038461538461538464	0.0047169811320754715	21026	-0.0
GO:BP	GO:0050863	regulation of T cell activation	1.0	387	26	2	0.07692307692307693	0.00516795865633075	21026	-0.0
GO:BP	GO:0097306	cellular response to alcohol	1.0	108	26	1	0.038461538461538464	0.009259259259259259	21026	-0.0
GO:BP	GO:0097350	neutrophil clearance	1.0	6	26	1	0.038461538461538464	0.16666666666666666	21026	-0.0
GO:BP	GO:0097435	supramolecular fiber organization	1.0	861	26	1	0.038461538461538464	0.0011614401858304297	21026	-0.0
GO:BP	GO:0097529	myeloid leukocyte migration	1.0	238	26	1	0.038461538461538464	0.004201680672268907	21026	-0.0
GO:BP	GO:0097530	granulocyte migration	1.0	157	26	1	0.038461538461538464	0.006369426751592357	21026	-0.0
GO:BP	GO:0097553	calcium ion transmembrane import into cytosol	1.0	181	26	1	0.038461538461538464	0.0055248618784530384	21026	-0.0
GO:BP	GO:0098542	defense response to other organism	1.0	1263	26	5	0.19230769230769232	0.00395882818685669	21026	-0.0
GO:BP	GO:0098609	cell-cell adhesion	1.0	976	26	2	0.07692307692307693	0.0020491803278688526	21026	-0.0
GO:BP	GO:0098655	monoatomic cation transmembrane transport	1.0	877	26	1	0.038461538461538464	0.0011402508551881414	21026	-0.0
GO:BP	GO:0098656	monoatomic anion transmembrane transport	1.0	147	26	1	0.038461538461538464	0.006802721088435374	21026	-0.0
GO:BP	GO:0098657	import into cell	1.0	922	26	1	0.038461538461538464	0.0010845986984815619	21026	-0.0
GO:BP	GO:0098660	inorganic ion transmembrane transport	1.0	944	26	2	0.07692307692307693	0.00211864406779661	21026	-0.0
GO:BP	GO:0098661	inorganic anion transmembrane transport	1.0	128	26	1	0.038461538461538464	0.0078125	21026	-0.0
GO:BP	GO:0098662	inorganic cation transmembrane transport	1.0	854	26	1	0.038461538461538464	0.00117096018735363	21026	-0.0
GO:BP	GO:0098754	detoxification	1.0	149	26	1	0.038461538461538464	0.006711409395973154	21026	-0.0
GO:BP	GO:0098771	inorganic ion homeostasis	1.0	534	26	1	0.038461538461538464	0.0018726591760299626	21026	-0.0
GO:BP	GO:0098869	cellular oxidant detoxification	1.0	96	26	1	0.038461538461538464	0.010416666666666666	21026	-0.0
GO:BP	GO:0106106	cold-induced thermogenesis	1.0	153	26	1	0.038461538461538464	0.006535947712418301	21026	-0.0
GO:BP	GO:0120161	regulation of cold-induced thermogenesis	1.0	151	26	1	0.038461538461538464	0.006622516556291391	21026	-0.0
GO:BP	GO:0120162	positive regulation of cold-induced thermogenesis	1.0	101	26	1	0.038461538461538464	0.009900990099009901	21026	-0.0
GO:BP	GO:0120305	regulation of pigmentation	1.0	17	26	1	0.038461538461538464	0.058823529411764705	21026	-0.0
GO:BP	GO:0140352	export from cell	1.0	928	26	1	0.038461538461538464	0.0010775862068965517	21026	-0.0
GO:BP	GO:0140448	signaling receptor ligand precursor processing	1.0	39	26	1	0.038461538461538464	0.02564102564102564	21026	-0.0
GO:BP	GO:0140546	defense response to symbiont	1.0	1082	26	5	0.19230769230769232	0.0046210720887245845	21026	-0.0
GO:BP	GO:0141060	disruption of anatomical structure in another organism	1.0	99	26	1	0.038461538461538464	0.010101010101010102	21026	-0.0
GO:BP	GO:0141061	disruption of cell in another organism	1.0	94	26	1	0.038461538461538464	0.010638297872340425	21026	-0.0
GO:BP	GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	1.0	344	26	1	0.038461538461538464	0.0029069767441860465	21026	-0.0
GO:BP	GO:0141124	intracellular signaling cassette	1.0	1912	26	1	0.038461538461538464	0.0005230125523012552	21026	-0.0
GO:BP	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	1.0	45	26	1	0.038461538461538464	0.022222222222222223	21026	-0.0
GO:BP	GO:0097305	response to alcohol	1.0	277	26	1	0.038461538461538464	0.0036101083032490976	21026	-0.0
GO:BP	GO:1900542	regulation of purine nucleotide metabolic process	1.0	84	26	2	0.07692307692307693	0.023809523809523808	21026	-0.0
GO:BP	GO:0097278	complement-dependent cytotoxicity	1.0	11	26	1	0.038461538461538464	0.09090909090909091	21026	-0.0
GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	1.0	312	26	1	0.038461538461538464	0.003205128205128205	21026	-0.0
GO:BP	GO:0071674	mononuclear cell migration	1.0	227	26	2	0.07692307692307693	0.00881057268722467	21026	-0.0
GO:BP	GO:0071675	regulation of mononuclear cell migration	1.0	143	26	1	0.038461538461538464	0.006993006993006993	21026	-0.0
GO:BP	GO:0071692	protein localization to extracellular region	1.0	388	26	1	0.038461538461538464	0.002577319587628866	21026	-0.0
GO:BP	GO:0071695	anatomical structure maturation	1.0	277	26	1	0.038461538461538464	0.0036101083032490976	21026	-0.0
GO:BP	GO:0071705	nitrogen compound transport	1.0	1923	26	2	0.07692307692307693	0.0010400416016640667	21026	-0.0
GO:BP	GO:0071715	icosanoid transport	1.0	66	26	1	0.038461538461538464	0.015151515151515152	21026	-0.0
GO:BP	GO:0071840	cellular component organization or biogenesis	1.0	8393	26	7	0.2692307692307692	0.0008340283569641367	21026	-0.0
GO:BP	GO:0071887	leukocyte apoptotic process	1.0	118	26	1	0.038461538461538464	0.00847457627118644	21026	-0.0
GO:BP	GO:0072329	monocarboxylic acid catabolic process	1.0	126	26	1	0.038461538461538464	0.007936507936507936	21026	-0.0
GO:BP	GO:0072330	monocarboxylic acid biosynthetic process	1.0	213	26	2	0.07692307692307693	0.009389671361502348	21026	-0.0
GO:BP	GO:0072359	circulatory system development	1.0	1145	26	2	0.07692307692307693	0.0017467248908296944	21026	-0.0
GO:BP	GO:0072521	purine-containing compound metabolic process	1.0	563	26	2	0.07692307692307693	0.003552397868561279	21026	-0.0
GO:BP	GO:0072523	purine-containing compound catabolic process	1.0	155	26	1	0.038461538461538464	0.0064516129032258064	21026	-0.0
GO:BP	GO:0072524	pyridine-containing compound metabolic process	1.0	169	26	2	0.07692307692307693	0.011834319526627219	21026	-0.0
GO:BP	GO:0072526	pyridine-containing compound catabolic process	1.0	102	26	1	0.038461538461538464	0.00980392156862745	21026	-0.0
GO:BP	GO:0072593	reactive oxygen species metabolic process	1.0	231	26	2	0.07692307692307693	0.008658008658008658	21026	-0.0
GO:BP	GO:0072676	lymphocyte migration	1.0	110	26	1	0.038461538461538464	0.00909090909090909	21026	-0.0
GO:BP	GO:0072678	T cell migration	1.0	76	26	1	0.038461538461538464	0.013157894736842105	21026	-0.0
GO:BP	GO:0080090	regulation of primary metabolic process	1.0	5390	26	6	0.23076923076923078	0.0011131725417439704	21026	-0.0
GO:BP	GO:0080134	regulation of response to stress	1.0	1387	26	3	0.11538461538461539	0.0021629416005767843	21026	-0.0
GO:BP	GO:0085029	extracellular matrix assembly	1.0	48	26	1	0.038461538461538464	0.020833333333333332	21026	-0.0
GO:BP	GO:0090049	regulation of cell migration involved in sprouting angiogenesis	1.0	39	26	1	0.038461538461538464	0.02564102564102564	21026	-0.0
GO:BP	GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	1.0	22	26	1	0.038461538461538464	0.045454545454545456	21026	-0.0
GO:BP	GO:0090068	positive regulation of cell cycle process	1.0	262	26	1	0.038461538461538464	0.003816793893129771	21026	-0.0
GO:BP	GO:0090174	organelle membrane fusion	1.0	123	26	1	0.038461538461538464	0.008130081300813009	21026	-0.0
GO:BP	GO:0090303	positive regulation of wound healing	1.0	63	26	2	0.07692307692307693	0.031746031746031744	21026	-0.0
GO:BP	GO:0090407	organophosphate biosynthetic process	1.0	619	26	1	0.038461538461538464	0.0016155088852988692	21026	-0.0
GO:BP	GO:0090520	sphingolipid mediated signaling pathway	1.0	19	26	1	0.038461538461538464	0.05263157894736842	21026	-0.0
GO:BP	GO:0097190	apoptotic signaling pathway	1.0	606	26	1	0.038461538461538464	0.0016501650165016502	21026	-0.0
GO:BP	GO:0097237	cellular response to toxic substance	1.0	132	26	1	0.038461538461538464	0.007575757575757576	21026	-0.0
GO:BP	GO:1900543	negative regulation of purine nucleotide metabolic process	1.0	27	26	1	0.038461538461538464	0.037037037037037035	21026	-0.0
GO:BP	GO:1901135	carbohydrate derivative metabolic process	1.0	983	26	2	0.07692307692307693	0.002034587995930824	21026	-0.0
GO:BP	GO:1901136	carbohydrate derivative catabolic process	1.0	257	26	1	0.038461538461538464	0.0038910505836575876	21026	-0.0
GO:BP	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	1.0	17	26	1	0.038461538461538464	0.058823529411764705	21026	-0.0
GO:BP	GO:1903530	regulation of secretion by cell	1.0	563	26	1	0.038461538461538464	0.0017761989342806395	21026	-0.0
GO:BP	GO:1903531	negative regulation of secretion by cell	1.0	148	26	1	0.038461538461538464	0.006756756756756757	21026	-0.0
GO:BP	GO:1903659	regulation of complement-dependent cytotoxicity	1.0	8	26	1	0.038461538461538464	0.125	21026	-0.0
GO:BP	GO:1903706	regulation of hemopoiesis	1.0	425	26	1	0.038461538461538464	0.002352941176470588	21026	-0.0
GO:BP	GO:1903707	negative regulation of hemopoiesis	1.0	116	26	1	0.038461538461538464	0.008620689655172414	21026	-0.0
GO:BP	GO:1903708	positive regulation of hemopoiesis	1.0	193	26	1	0.038461538461538464	0.0051813471502590676	21026	-0.0
GO:BP	GO:1903963	arachidonate transport	1.0	32	26	1	0.038461538461538464	0.03125	21026	-0.0
GO:BP	GO:1905856	negative regulation of pentose-phosphate shunt	1.0	2	26	1	0.038461538461538464	0.5	21026	-0.0
GO:BP	GO:1990748	cellular detoxification	1.0	122	26	1	0.038461538461538464	0.00819672131147541	21026	-0.0
GO:BP	GO:1990845	adaptive thermogenesis	1.0	170	26	1	0.038461538461538464	0.0058823529411764705	21026	-0.0
GO:BP	GO:2000026	regulation of multicellular organismal development	1.0	1418	26	1	0.038461538461538464	0.0007052186177715092	21026	-0.0
GO:BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	1.0	150	26	1	0.038461538461538464	0.006666666666666667	21026	-0.0
GO:BP	GO:2000106	regulation of leukocyte apoptotic process	1.0	89	26	1	0.038461538461538464	0.011235955056179775	21026	-0.0
GO:BP	GO:2000108	positive regulation of leukocyte apoptotic process	1.0	29	26	1	0.038461538461538464	0.034482758620689655	21026	-0.0
GO:BP	GO:2000145	regulation of cell motility	1.0	1022	26	5	0.19230769230769232	0.004892367906066536	21026	-0.0
GO:BP	GO:2000146	negative regulation of cell motility	1.0	308	26	1	0.038461538461538464	0.003246753246753247	21026	-0.0
GO:BP	GO:2000147	positive regulation of cell motility	1.0	587	26	3	0.11538461538461539	0.005110732538330494	21026	-0.0
GO:BP	GO:2000272	negative regulation of signaling receptor activity	1.0	24	26	1	0.038461538461538464	0.041666666666666664	21026	-0.0
GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	1.0	144	26	1	0.038461538461538464	0.006944444444444444	21026	-0.0
GO:BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	1.0	70	26	1	0.038461538461538464	0.014285714285714285	21026	-0.0
GO:BP	GO:2000401	regulation of lymphocyte migration	1.0	70	26	1	0.038461538461538464	0.014285714285714285	21026	-0.0
GO:BP	GO:2000404	regulation of T cell migration	1.0	50	26	1	0.038461538461538464	0.02	21026	-0.0
GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	1.0	84	26	2	0.07692307692307693	0.023809523809523808	21026	-0.0
GO:BP	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	1.0	38	26	1	0.038461538461538464	0.02631578947368421	21026	-0.0
GO:BP	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	1.0	46	26	2	0.07692307692307693	0.043478260869565216	21026	-0.0
GO:BP	GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation	1.0	23	26	1	0.038461538461538464	0.043478260869565216	21026	-0.0
GO:BP	GO:2000563	positive regulation of CD4-positive, alpha-beta T cell proliferation	1.0	10	26	1	0.038461538461538464	0.1	21026	-0.0
GO:BP	GO:2000609	regulation of thyroid hormone generation	1.0	7	26	1	0.038461538461538464	0.14285714285714285	21026	-0.0
GO:BP	GO:1903426	regulation of reactive oxygen species biosynthetic process	1.0	40	26	1	0.038461538461538464	0.025	21026	-0.0
GO:BP	GO:1903409	reactive oxygen species biosynthetic process	1.0	56	26	2	0.07692307692307693	0.03571428571428571	21026	-0.0
GO:BP	GO:1903131	mononuclear cell differentiation	1.0	534	26	1	0.038461538461538464	0.0018726591760299626	21026	-0.0
GO:BP	GO:1903047	mitotic cell cycle process	1.0	745	26	1	0.038461538461538464	0.0013422818791946308	21026	-0.0
GO:BP	GO:1901137	carbohydrate derivative biosynthetic process	1.0	594	26	1	0.038461538461538464	0.0016835016835016834	21026	-0.0
GO:BP	GO:1901184	regulation of ERBB signaling pathway	1.0	69	26	1	0.038461538461538464	0.014492753623188406	21026	-0.0
GO:BP	GO:1901185	negative regulation of ERBB signaling pathway	1.0	31	26	1	0.038461538461538464	0.03225806451612903	21026	-0.0
GO:BP	GO:1901292	nucleoside phosphate catabolic process	1.0	185	26	1	0.038461538461538464	0.005405405405405406	21026	-0.0
GO:BP	GO:1901293	nucleoside phosphate biosynthetic process	1.0	314	26	1	0.038461538461538464	0.0031847133757961785	21026	-0.0
GO:BP	GO:1901334	lactone metabolic process	1.0	17	26	1	0.038461538461538464	0.058823529411764705	21026	-0.0
GO:BP	GO:1901652	response to peptide	1.0	962	26	2	0.07692307692307693	0.002079002079002079	21026	-0.0
GO:BP	GO:1901654	response to ketone	1.0	229	26	1	0.038461538461538464	0.004366812227074236	21026	-0.0
GO:BP	GO:1901678	iron coordination entity transport	1.0	12	26	1	0.038461538461538464	0.08333333333333333	21026	-0.0
GO:BP	GO:1901698	response to nitrogen compound	1.0	1080	26	3	0.11538461538461539	0.002777777777777778	21026	-0.0
GO:BP	GO:1901700	response to oxygen-containing compound	1.0	1669	26	7	0.2692307692307692	0.004194128220491312	21026	-0.0
GO:BP	GO:1901701	cellular response to oxygen-containing compound	1.0	1182	26	3	0.11538461538461539	0.0025380710659898475	21026	-0.0
GO:BP	GO:1901987	regulation of cell cycle phase transition	1.0	427	26	1	0.038461538461538464	0.00234192037470726	21026	-0.0
GO:BP	GO:1901989	positive regulation of cell cycle phase transition	1.0	114	26	1	0.038461538461538464	0.008771929824561403	21026	-0.0
GO:BP	GO:0071621	granulocyte chemotaxis	1.0	129	26	1	0.038461538461538464	0.007751937984496124	21026	-0.0
GO:BP	GO:1901990	regulation of mitotic cell cycle phase transition	1.0	327	26	1	0.038461538461538464	0.0030581039755351682	21026	-0.0
GO:BP	GO:1902105	regulation of leukocyte differentiation	1.0	330	26	1	0.038461538461538464	0.0030303030303030303	21026	-0.0
GO:BP	GO:1902106	negative regulation of leukocyte differentiation	1.0	111	26	1	0.038461538461538464	0.009009009009009009	21026	-0.0
GO:BP	GO:1902107	positive regulation of leukocyte differentiation	1.0	193	26	1	0.038461538461538464	0.0051813471502590676	21026	-0.0
GO:BP	GO:1902476	chloride transmembrane transport	1.0	109	26	1	0.038461538461538464	0.009174311926605505	21026	-0.0
GO:BP	GO:1902652	secondary alcohol metabolic process	1.0	156	26	1	0.038461538461538464	0.00641025641025641	21026	-0.0
GO:BP	GO:1902806	regulation of cell cycle G1/S phase transition	1.0	176	26	1	0.038461538461538464	0.005681818181818182	21026	-0.0
GO:BP	GO:1902808	positive regulation of cell cycle G1/S phase transition	1.0	61	26	1	0.038461538461538464	0.01639344262295082	21026	-0.0
GO:BP	GO:1903018	regulation of glycoprotein metabolic process	1.0	41	26	1	0.038461538461538464	0.024390243902439025	21026	-0.0
GO:BP	GO:1903019	negative regulation of glycoprotein metabolic process	1.0	12	26	1	0.038461538461538464	0.08333333333333333	21026	-0.0
GO:BP	GO:1903034	regulation of response to wounding	1.0	170	26	2	0.07692307692307693	0.011764705882352941	21026	-0.0
GO:BP	GO:1903036	positive regulation of response to wounding	1.0	75	26	2	0.07692307692307693	0.02666666666666667	21026	-0.0
GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	1.0	377	26	2	0.07692307692307693	0.005305039787798408	21026	-0.0
GO:BP	GO:1903038	negative regulation of leukocyte cell-cell adhesion	1.0	142	26	1	0.038461538461538464	0.007042253521126761	21026	-0.0
GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	1.0	277	26	2	0.07692307692307693	0.007220216606498195	21026	-0.0
GO:BP	GO:1901992	positive regulation of mitotic cell cycle phase transition	1.0	93	26	1	0.038461538461538464	0.010752688172043012	21026	-0.0
GO:BP	GO:0050801	monoatomic ion homeostasis	1.0	616	26	1	0.038461538461538464	0.0016233766233766235	21026	-0.0
GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	1.0	262	26	1	0.038461538461538464	0.003816793893129771	21026	-0.0
GO:BP	GO:0071495	cellular response to endogenous stimulus	1.0	1223	26	4	0.15384615384615385	0.003270645952575634	21026	-0.0
GO:BP	GO:0051249	regulation of lymphocyte activation	1.0	509	26	2	0.07692307692307693	0.003929273084479371	21026	-0.0
GO:BP	GO:0051250	negative regulation of lymphocyte activation	1.0	164	26	1	0.038461538461538464	0.006097560975609756	21026	-0.0
GO:BP	GO:0051251	positive regulation of lymphocyte activation	1.0	331	26	2	0.07692307692307693	0.006042296072507553	21026	-0.0
GO:BP	GO:0051259	protein complex oligomerization	1.0	271	26	1	0.038461538461538464	0.0036900369003690036	21026	-0.0
GO:BP	GO:0051260	protein homooligomerization	1.0	204	26	1	0.038461538461538464	0.004901960784313725	21026	-0.0
GO:BP	GO:0051262	protein tetramerization	1.0	98	26	1	0.038461538461538464	0.01020408163265306	21026	-0.0
GO:BP	GO:0051282	regulation of sequestering of calcium ion	1.0	130	26	1	0.038461538461538464	0.007692307692307693	21026	-0.0
GO:BP	GO:0051283	negative regulation of sequestering of calcium ion	1.0	128	26	1	0.038461538461538464	0.0078125	21026	-0.0
GO:BP	GO:0051289	protein homotetramerization	1.0	64	26	1	0.038461538461538464	0.015625	21026	-0.0
GO:BP	GO:0051338	regulation of transferase activity	1.0	498	26	1	0.038461538461538464	0.002008032128514056	21026	-0.0
GO:BP	GO:0051348	negative regulation of transferase activity	1.0	167	26	1	0.038461538461538464	0.005988023952095809	21026	-0.0
GO:BP	GO:0051384	response to glucocorticoid	1.0	137	26	2	0.07692307692307693	0.014598540145985401	21026	-0.0
GO:BP	GO:0051451	myoblast migration	1.0	13	26	1	0.038461538461538464	0.07692307692307693	21026	-0.0
GO:BP	GO:0051552	flavone metabolic process	1.0	6	26	1	0.038461538461538464	0.16666666666666666	21026	-0.0
GO:BP	GO:0051591	response to cAMP	1.0	88	26	1	0.038461538461538464	0.011363636363636364	21026	-0.0
GO:BP	GO:0051641	cellular localization	1.0	3661	26	3	0.11538461538461539	0.0008194482381862879	21026	-0.0
GO:BP	GO:0051651	maintenance of location in cell	1.0	208	26	1	0.038461538461538464	0.004807692307692308	21026	-0.0
GO:BP	GO:0051701	biological process involved in interaction with host	1.0	185	26	1	0.038461538461538464	0.005405405405405406	21026	-0.0
GO:BP	GO:0051702	biological process involved in interaction with symbiont	1.0	36	26	1	0.038461538461538464	0.027777777777777776	21026	-0.0
GO:BP	GO:0051716	cellular response to stimulus	1.0	7376	26	10	0.38461538461538464	0.0013557483731019523	21026	-0.0
GO:BP	GO:0051726	regulation of cell cycle	1.0	1087	26	1	0.038461538461538464	0.0009199632014719411	21026	-0.0
GO:BP	GO:0051791	medium-chain fatty acid metabolic process	1.0	15	26	1	0.038461538461538464	0.06666666666666667	21026	-0.0
GO:BP	GO:0051792	medium-chain fatty acid biosynthetic process	1.0	6	26	1	0.038461538461538464	0.16666666666666666	21026	-0.0
GO:BP	GO:0051793	medium-chain fatty acid catabolic process	1.0	5	26	1	0.038461538461538464	0.2	21026	-0.0
GO:BP	GO:0051838	cytolysis by host of symbiont cells	1.0	8	26	1	0.038461538461538464	0.125	21026	-0.0
GO:BP	GO:0051873	killing by host of symbiont cells	1.0	30	26	1	0.038461538461538464	0.03333333333333333	21026	-0.0
GO:BP	GO:0051923	sulfation	1.0	22	26	1	0.038461538461538464	0.045454545454545456	21026	-0.0
GO:BP	GO:0055074	calcium ion homeostasis	1.0	329	26	1	0.038461538461538464	0.00303951367781155	21026	-0.0
GO:BP	GO:0055080	monoatomic cation homeostasis	1.0	606	26	1	0.038461538461538464	0.0016501650165016502	21026	-0.0
GO:BP	GO:0051248	negative regulation of protein metabolic process	1.0	677	26	2	0.07692307692307693	0.0029542097488921715	21026	-0.0
GO:BP	GO:0055082	intracellular chemical homeostasis	1.0	730	26	1	0.038461538461538464	0.0013698630136986301	21026	-0.0
GO:BP	GO:0051246	regulation of protein metabolic process	1.0	1855	26	2	0.07692307692307693	0.001078167115902965	21026	-0.0
GO:BP	GO:0051240	positive regulation of multicellular organismal process	1.0	1667	26	3	0.11538461538461539	0.001799640071985603	21026	-0.0
GO:BP	GO:0050865	regulation of cell activation	1.0	632	26	2	0.07692307692307693	0.0031645569620253164	21026	-0.0
GO:BP	GO:0034620	cellular response to unfolded protein	1.0	94	26	1	0.038461538461538464	0.010638297872340425	21026	-0.0
GO:BP	GO:0050867	positive regulation of cell activation	1.0	381	26	2	0.07692307692307693	0.005249343832020997	21026	-0.0
GO:BP	GO:0050868	negative regulation of T cell activation	1.0	131	26	1	0.038461538461538464	0.007633587786259542	21026	-0.0
GO:BP	GO:0050870	positive regulation of T cell activation	1.0	254	26	2	0.07692307692307693	0.007874015748031496	21026	-0.0
GO:BP	GO:0050873	brown fat cell differentiation	1.0	55	26	1	0.038461538461538464	0.01818181818181818	21026	-0.0
GO:BP	GO:0050877	nervous system process	1.0	1510	26	1	0.038461538461538464	0.0006622516556291391	21026	-0.0
GO:BP	GO:0050896	response to stimulus	1.0	8999	26	16	0.6153846153846154	0.0017779753305922881	21026	-0.0
GO:BP	GO:0050900	leukocyte migration	1.0	402	26	2	0.07692307692307693	0.004975124378109453	21026	-0.0
GO:BP	GO:0050954	sensory perception of mechanical stimulus	1.0	196	26	1	0.038461538461538464	0.00510204081632653	21026	-0.0
GO:BP	GO:0051046	regulation of secretion	1.0	617	26	1	0.038461538461538464	0.0016207455429497568	21026	-0.0
